Phrase,Total Gematria Value
ילכו מחיל אל־חיל יראה אל־אלהים בציון,724
יהוה אלהים צבאות שמעה תפלתי האזינה אלהי יעקב סלה,2347
מגננו ראה אלהים והבט פני משיחך,981
כי טוב־יום בחצריך מאלף בחרתי הסתופף בבית אלהי מדור באהלי־רשע,3163
כי שמש ׀ ומגן יהוה אלהים חן וכבוד יתן יהוה לא ימנע־טוב להלכים בתמים,2308
יהוה צבאות אשרי אדם בטח בך,1122
למנצח ׀ לבני־קרח מזמור,911
רצית יהוה ארצך בת שבות כ שבית ק יעקב,3161
נשאת עון עמך כסית כל־חטאתם סלה,2100
אספת כל־עברתך השיבות מחרון אפך,2411
ובנו אלהי ישענו והפר כעסך עמנו,1173
הלעולם תאנף־בנו תמשך אפך לדר ודר,2075
הלא־אתה תשוב תחינו ועמך ישמחו־בך,2146
הראנו יהוה חסדך וישעך תתן־לנו,1722
אשמעה מה־ידבר האל ׀ יהוה כי ׀ ידבר שלום אל־עמו ואל־חסידיו ואל־ישובו לכסלה,2149
אך ׀ קרוב ליראיו ישעו לשכן כבוד בארצנו,1753
חסד־ואמת נפגשו צדק ושלום נשקו,1990
אמת מארץ תצמח וצדק משמים נשקף,2470
גם־יהוה יתן הטוב וארצנו תתן יבולה,1807
צדק לפניו יהלך וישם לדרך פעמיו,1251
תפלה לדוד הטה־יהוה אזנך ענני כי־עני ואביון אני,1158
שמרה נפשי כי־חסיד אני הושע עבדך אתה אלהי הבוטח אליך,2178
חנני אדני כי אליך אקרא כל־היום,687
מח נפש עבדך כי אליך אדני נפשי אשא,1472
כי־אתה אדני טוב וסלח ורב־חסד לכל־קראיך,1313
האזינה יהוה תפלתי והקשיבה בקול תחנונותי,2520
ביום צרתי אקראך כי תענני,1690
אין־כמוך באלהים ׀ אדני ואין כמעשיך,827
כל־גוים ׀ אשר עשית יבואו ׀ וישתחוו לפניך אדני ויכבדו לשמך,2844
כי־גדול אתה ועשה נפלאות אתה אלהים לבדך,1975
הורני יהוה ׀ דרכך אהלך באמתך יחד לבבי ליראה שמך,1732
אודך ׀ אדני אלהי בכל־לבבי ואכבדה שמך לעולם,812
כי־חסדך גדול עלי והצלת נפשי משאול תחתיה,2446
אלהים ׀ זדים קמו־עלי ועדת עריצים בקשו נפשי ולא שמוך לנגדם,2681
ואתה אדני אל־רחום וחנון ארך אפים ורב־חסד ואמת,1961
פנה אלי וחנני תנה־עזך לעבדך והושיעה לבן־אמתך,1923
עשה־עמי אות לטובה ויראו שנאי ויבשו כי־אתה יהוה עזרתני ונחמתני,3625
לבני־קרח מזמור שיר יסודתו בהררי־קדש,2510
אהב יהוה שערי ציון מכל משכנות יעקב,1858
נכבדות מדבר בך עיר האלהים סלה,1216
אזכיר ׀ רהב ובבל לידעי הנה פלשת וצור עם־כוש זה ילד־שם,2613
ולציון ׀ יאמר איש ואיש ילד־בה והוא יכוננה עליון,1447
יהוה יספר בכתוב עמים זה ילד־שם סלה,1457
ושרים כחללים כל־מעיני בך,946
שיר מזמור לבני קרח למנצח על־מחלת לענות משכיל להימן האזרחי,3321
יהוה אלהי ישועתי יום־צעקתי בלילה נגדך,1748
תבוא לפניך תפלתי הטה־אזנך לרנתי,2306
כי־שבעה ברעות נפשי וחיי לשאול הגיעו,2020
נחשבתי עם־יורדי בור הייתי כגבר אין־איל,2080
במתים חפשי כמו חללים ׀ שכבי קבר אשר לא זכרתם עוד והמה מידך נגזרו,3383
תני בבור תחתיות במחשכים במצלות,2882
עלי סמכה חמתך וכל־משבריך ענית סלה,1956
הרחקת מידעי ממני שתני תועבות למו כלא ולא אצא,2887
עיני דאבה מני עני קראתיך יהוה בכל־יום שטחתי אליך כפי,2145
הלמתים תעשה־פלא אם־רפאים יקומו ׀ יודוך סלה,2086
היספר בקבר חסדך אמונתך באבדון,1333
היודע בחשך פלאך וצדקתך בארץ נשיה,1834
ואני ׀ אליך יהוה שועתי ובבקר תפלתי תקדמך,2734
למה יהוה תזנח נפשי תסתיר פניך ממני,2376
עני אני וגוע מנער נשאתי אמיך אפונה,1610
עלי עברו חרוניך בעותיך צמתותני,2186
סבוני כמים כל־היום הקיפו עלי יחד,682
הרחקת ממני אהב ורע מידעי מחשך,1639
משכיל לאיתן האזרחי,1122
חסדי יהוה עולם אשירה לדר ודר ׀ אודיע אמונתך בפי,1914
כי־אמרתי עולם חסד יבנה שמים ׀ תכן אמונתך בהם,2390
כרתי ברית לבחירי נשבעתי לדוד עבדי,2464
עד־עולם אכין זרעך ובניתי לדר־ודור כסאך סלה,1722
ויודו שמים פלאך יהוה אף־אמונתך בקהל קדשים,1768
כי מי בשחק יערך ליהוה ידמה ליהוה בבני אלים ,1106
אל נערץ בסוד־קדשים רבה ונורא על־כל־סביביו,1677
יהוה ׀ אלהי צבאות מי־כמוך חסין ׀ יה ואמונתך סביבותיך,1883
אתה מושל בגאות הים בשוא גליו אתה תשבחם,2763
אתה דכאת כחלל רהב בזרוע עזך פזרת אויביך,2244
לך מים אף־לך ארץ תבל ומלאה אתה יסדתם,1996
צפון וימין אתה בראתם תבור וחרמון בשמך ירננו,2987
לך זרוע עם־גבורה תעז ידך תרום ימינך,1946
צדק ומשפט מכון כסאך חסד ואמת יקדמו פניך,1685
אשרי העם יודעי תרועה יהוה באור־פניך יהלכון,1923
בשמך יגילון כל־היום ובצדקתך ירומו,1466
כי־תפארת עזמו אתה וברצנך תרים כ תרום ק קרננו,3830
כי ליהוה מגננו ולקדוש ישראל מלכנו,1368
אז דברת־בחזון לחסידיך ותאמר שויתי עזר על־גבור הרימותי בחור מעם,3827
מצאתי דוד עבדי בשמן קדשי משחתיו,2211
אשר ידי תכון עמו אף־זרועי תאמצנו,2078
לא־ישא אויב בו ובן־עולה לא יעננו,755
וכתותי מפניו צריו ומשנאיו אגוף,1837
ואמונתי וחסדי עמו ובשמי תרום קרנו,2077
ושמתי בים ידו ובנהרות ימינו,1613
הוא יקראני אבי אתה אלי וצור ישועתי,1941
אף־אני בכור אתנהו עליון למלכי־ארץ,1419
לעולם אשמור־ כ אשמר־לו ק חסדי ובריתי נאמנת לו,2707
ושמתי לעד זרעו וכסאו כימי שמים,1706
אם־יעזבו בניו תורתי ובמשפטי לא ילכון,1814
אם־חקתי יחללו ומצותי לא ישמרו,1782
ופקדתי בשבט פשעם ובנגעים עונם,1750
וחסדי לא־אפיר מעמו ולא־אשקר באמונתי,1713
לא־אחלל בריתי ומוצא פתי לא אשנה,1742
אחת נשבעתי בקדשי אם־לדוד אכזב,1772
זרעו לעולם יהיה וכסאו כשמש נגדי,1309
כירח יכון עולם ועד בשחק נאמן סלה,1196
ואתה זנחת ותמאס התעברת עם־משיחך,2949
נארתה ברית עבדך חללת לארץ נזרו,2416
פרצת כל־גדרתיו שמת מבצריו מחתה ,2984
סהו כל־עברי דרך היה חרפה לשכניו,1356
הרימות ימין צריו השמחת כל־אויביו,1915
אף־תשיב צור חרבו ולא הקימתו במלחמה,2028
השבת מטהרו וכסאו לארץ מגרתה,2029
הקצרת ימי עלומיו העטית עליו בושה סלה,2035
עד־מה יהוה תסתר לנצח תבער כמו־אש חמתך,2890
זכר־אני מה־חלד על־מהש־וא בראת כל־בני־אדם,1587
מי גבר יחיה ולא יראה־מות ימלט נפשו מיד־שאול סלה,1998
איה ׀ חסדיך הראשנים ׀ אדני נשבעת לדוד באמונתך,2174
זכר אדני חרפת עבדיך שאתי בחיקי כל־רבים עמים,2389
אשר חרפו אויביך ׀ יהוה אשר חרפו עקבות משיחך,2621
ברוך יהוה לעולם אמן ׀ ואמן,618
תפלה למשה איש־האלהים א‍דני מעון אתה היית לנו בדר ודר,2856
בטרם ׀ הרים ילדו ותחולל ארץ ותבל ומעולם עד־עולם אתה אל,2614
תשב אנוש עד־דכא ותאמר שובו בני־אדם,2226
כי אלף שנים בעיניך כיום אתמול כי יעבר ואשמורה בלילה,2203
זרמתם שנה יהיו בבקר כחציר יחלף,1833
בבקר יציץ וחלף לערב ימולל ויבש,1364
כי־כלינו באפך ובחמתך נבהלנו,868
שת כ שתה ק עונתינו לנגדך עלמנו למאור פניך,2857
כי כל־ימינו פנו בעברתך כלינו שנינו כמו־הגה,1637
ימי־שנותינו בהם שבעים שנה ואם בגבורת ׀ שמונים שנה ורהבם עמל ואון כי־גז חיש ונעפה,4192
מי־יודע עז אפך וכיראתך עברתך,1667
למנות ימינו כן הודע ונבא לבב חכמה,963
שובה יהוה עד־מתי והנחם על־עבדיך,1178
שבענו בבקר חסדך ונרננה ונשמחה בכל־ימינו,1762
מחנו כימות עניתנו נות ראינו רעה,2164
יראה אל־עבדיך פעלך והדרך על־בניהם,995
ויהי ׀ נעם אדני אלהינו עלינו ומעשה ידינו כוננה עלינו ומעשה ידינו כוננהו,1960
ישב בסתר עליון בצל די יתלונן,1822
אמר ליהוה מחסי ומצודתי אלהי אבטח־בו,1045
כי הוא יצילך מפח יקוש מדבר הוות,1409
באברתו ׀ יסך לך ותחת־כנפיו תחסה צנה וסחרה אמתו,3075
לא־תירא מפחד לילה מחץ יעוף יומם,1249
מדבר באפל יהלך מקטב ישוד צהרים,1240
יפל מצדך ׀ אלף ורבבה מימינך אליך לא יגש,1175
רק בעיניך תביט ושלמת רשעים תראה,2885
כי־אתה יהוה מחסי עליון שמת מעונך,1672
לא־תאנה אליך רעה ונגע לא־יקרב באהלך,1353
כי מלאכיו יצוה־לך לשמרך בכל־דרכיך,1194
על־כפים ישאונך פן־תגף באבן רגלך,1558
על־שחל ופתן תדרך תרמס כפיר ותנין,3124
כי בי חשק ואפלטהו אשגבהו כי־ידע שמי,1368
יקראני ׀ ואענהו עמו־אנכי בצרה אחלצהו ואכבדהו,1187
ארך ימים אשביעהו ואראהו בישועתי,1732
מזמור שיר ליום השבת,1596
טוב להדות ליהוה ולזמר לשמך עליון,1357
להגיד בבקר חסדך ואמונתך בלילות,1449
ע‍לי־עשור ועלי־נבל עלי הגיון בכנור,1346
כי שמחתני יהוה בפעלך במעשי ידיך ארנן,1833
מה־גדלו מעשיך יהוה מאד עמקו מחשבתיך,1595
איש־בער לא ידע וכסיל לא־יבין את־זאת,1736
בפרח רשעים ׀ כמו עשב ויציצו כל־פעלי און להשמדם עדי־עד,2434
ואתה מרום לעלם יהוה,894
כי הנה איביך ׀ יהוה כי־הנה איביך יאבדו יתפרדו כל־פעלי און,1312
ותרם כראים קרני בלתי בשמן רענן,2481
ותבט עיני בשורי בקמים עלי מרעים תשמענה אזני,2670
צדיק כתמר יפרח כארז בלבנון ישגה,1848
תולים בבית יהוה בחצרות אלהינו יפריחו,2048
עוד ינובון בשיבה דשנים ורעננים יהיו,1384
להגיד כי־ישר יהוה צורי ולא־ עלתה כ עולתה ק בו,2105
יהוה מלך גאות לבש לבש יהוה עז התאזר אף־תכון תבל בל־תמוט,3382
נכון כסאך מאז מעולם אתה,867
נשאו נהרות ׀ יהוה נשאו נהרות קולם ישאו נהרות דכים,3290
מקלות ׀ מים רבים אדירים משברי־ים אדיר במרום יהוה,2314
עדתיך ׀ נאמנו מאד לביתך נאוה־קדש יהוה לארך ימים,2001
אל־נקמות יהוה אל נקמות הופיע,1451
הנשא שפט הארץ השב גמול על־גאים,1581
עד־מתי רשעים ׀ יהוה עד־מתי רשעים יעלזו,2437
יביעו ידברו עתק יתאמרו כל־פעלי און,1844
עמך יהוה ידכאו ונחלתך יענו,847
אלמנה וגר יהרגו ויתומים ירצחו,1385
ויאמרו לא יראה־יה ולא־יבין אלהי יעקב,862
בינו בערים בעם וכסילים מתי תשכילו,1894
הנטע אזן הלא ישמע אם־יצר עין הלא יביט,1186
היסר גוים הלא יוכיח המלמד אדם דעת,1062
יהוה ידע  מחשבות אדם כי־המה הבל,1028
אשרי ׀ הגבר אשר־תיסרנו יה ומתורתך תלמדנו,3565
להשקיט לו מימי רע עד יכרה לרשע שחת,2477
כי ׀ לא־יטש יהוה עמו ונחלתו לא יעזב,1142
כי־עד־צדק ישוב משפט ואחריו כל־ישרי־לב,1878
מי־יקום לי עם־מרעים מי־יתיצב לי עם־פעלי און,1675
לולי יהוה עזרתה לי כמעט ׀ שכנה דומה נפשי,1833
אם־אמרתי מטה רגלי חסדך יהוה יסעדני,1311
ברב שרעפי בקרבי תנחומיך ישעשעו נפשי,2908
היחברך כסא הוות יצר עמל עלי־חק,1401
יגודו על־נפש צדיק ודם נקי ירשיעו,1569
ויהי יהוה לי למשגב ואלהי לצור מחסי,968
וישב עליהם ׀ את־אונם וברעתם יצמיתם יצמיתם יהוה אלהינו,2997
לכו נרננה ליהוה נריעה לצור ישענו,1564
נקדמה פניו בתודה בזמרות נריע לו,1783
כי אל גדול יהוה ומלך גדול על־כל־אלהים,505
אשר בידו מחקרי־ארץ ותועפות הרים לו,2431
אשר־לו הים והוא עשהו ויבשת ידיו יצרו,2045
באו נשתחוה ונכרעה נברכה לפני־יהוה עשנו,2028
כי הוא אלהינו ואנחנו עם מרעיתו וצאן ידו היום אם־בקלו תשמעו,2324
אל־תקשו לבבכם כמריבה כיום מסה במדבר,1637
אשר נסוני אבותיכם בחנוני גם־ראו פעלי,1722
ארבעים שנה ׀ אקוט בדור ואמר עם תעי לבב הם והם לא־ידעו דרכי,2328
אשר־נשבעתי באפי אם־יבאון אל־מנוחתי,2081
שירו ליהוה שיר חדש שירו ליהוה כל־הארץ,2312
שירו ליהוה ברכו שמו בשרו מיום־ליום ישועתו,2628
ספרו בגוים כבודו בכל־העמים נפלאותיו,1245
כי גדול יהוה ומהלל מאד נורא הוא על־כל־אלהים,760
כי ׀ כל־אלהי העמים אלילים ויהוה שמים עשה,1209
הוד־והדר לפניו עז ותפארת במקדשו,2022
הבו ליהוה משפחות עמים הבו ליהוה כבוד ועז,1247
הבו ליהוה כבוד שמו שאו־מנחה ובאו לחצרותיו,1622
השתחוו ליהוה בהדרת־קדש חילו מפניו כל־הארץ,2382
אמרו בגוים ׀ יהוה מלך אף־תכון תבל בל־תמוט ידין עמים במישרים,2736
ישמחו השמים ותגל הארץ ירעם הים ומלאו,1952
יעלז די וכל־אשר־בו אז ירננו כל־עצי־יער,1520
לפני יהוה ׀ כי בא כי בא לשפט הארץ ישפט־תבל בצדק ועמים באמונתו,2675
יהוה מלך תגל הארץ ישמחו איים רבים,1522
ענן וערפל סביביו צדק ומשפט מכון כסאו,1478
אש לפניו תלך ותלהט סביב צריו,1757
האירו ברקיו תבל ראתה ותחל הארץ,2318
הרים כדונג נמסו מלפני יהוה מלפני אדון כל־הארץ,1347
הגידו השמים צדקו וראו כל־העמים כבודו,1089
יבשו ׀ כל־עבדי פסל המתהללים באלילים השתחוו־לו כל־אלהים,2204
שמעה ותשמח ׀ ציון ותגלנה בנות יהודה למען משפטיך יהוה,2982
כי־אתה יהוה עליון על־כל־הארץ מאד נעלית על־כל־אלהים,1915
אהבי יהוה שנאו רע מר  נפשות חסידיו מיד רשעים יצילם,2699
אור זרע לצדיק ולישרי־לב שמחה,1659
שמחו צדיקים ביהוה והודו לזכר קדשו,1330
מזמור שירו ליהוה ׀ שיר חדש כי־נפלאות עשה הושיעה־לו ימינו וזרוע קדשו,3906
הודיע יהוה ישועתו לעיני הגוים גלה צדקתו,1785
זכר חסדו ׀ ואמונתו לבית ישראל ראו כל־אפסי־ארץ את ישועת אלהינו,3785
הריעו ליהוה כל־הארץ פצחו ורננו וזמרו,1448
זמרו ליהוה בכנור בכנור וקול זמרה,1259
בחצצרות וקול שופר הריעו לפני ׀ המלך יהוה,2106
ירעם הים ומלאו תבל וישבי בה,1225
נהרות ימחאו־כף יחד הרים ירננו,1419
לפני־יהוה כי בא לשפט הארץ ישפט־תבל בצדק ועמים במישרים,2739
יהוה מלך ירגזו עמים ישב כרובים תנוט הארץ,1853
יהוה בציון גדול ורם הוא על־כל־העמים,800
יודו מך גדול ונורא קדוש הוא,814
ועז מלך משפט אהב אתה כוננת מישרים משפט וצדקה ביעקב ׀ אתה עשית,4146
רוממו יהוה אלהינו והשתחוו להדם רגליו קדוש הוא,1901
משה ואהרן ׀ בכהניו ושמואל בקראי שמו קראים אל־יהוה והוא יענם,2338
בעמוד ענן ידבר אליהם שמרו עדתיו וחק נתן־למו,2320
יהוה אלהינו אתה עניתם אל נשא היית להם ונקם על־עלילותם,2868
רוממו יהוה אלהינו והשתחוו להר קדשו כי־קדוש יהוה אלהינו,2364
משלי שלמה בן־דוד מלך ישראל,1452
לדעת חכמה ומוסר להבין אמרי בינה,1304
לקחת מוסר השכל צדק ומשפט ומישרים,2434
לתת לפתאים ערמה לנער דעת ומזמה,2628
ישמע חכם ויוסף לקח ונבון תחבלות יקנה,1913
להבין משל ומליצה דברי  חכמים וחידתם,1450
יראת יהוה ראשית דעת חכמה ומוסר אוילים בזו,2519
שמע בני מוסר אביך ואל־תטש תורת אמך,2624
כי ׀ לוית חן הם לראשך וענקים לגרגרתיך,2272
בני אם־יפתוך חטאים אל־תבא,1121
אם־יאמרו לכה אתנו נארבה לדם נצפנה לנקי חנם,1705
נבלעם כשאול חיים ותמימים כיורדי בור,1621
כל־הון יקר נמצא נמלא בתינו שלל,1551
גורלך תפיל בתוכנו כיס אחד יהיה לכלנו,1532
בני אל־תלך בדרך אתם מנע רגלך מנתיבתם,2565
כי רגליהם לרע ירוצו וימהרו לשפך־דם,1671
כי־חנם מזרה הרשת בעיני כל־בעל  כנף,1729
והם לדמם יארבו יצפנו לנפשתם,1520
כן ארחות כל־בצע בצע את־נפש בעליו יקח,2126
חכמות בחוץ תרנה ברחבות תתן קולה,2844
בראש המיות תקרא בפתחי שערים בעיר אמריה תאמר,3964
עד־מתי ׀ פתים תאהבו פתי ולצים לצון חמדו להם וכסילים ישנאו־דעת,3460
תשובו לתוכחתי הנה אביעה לכם רוחי אודיעה דברי אתכם,2823
יען קראתי ותמאנו נטיתי ידי ואין מקשיב,2366
ותפרעו כל־עצתי ותוכחתי לא אביתם,2716
גם־אני באידכם אשחק אלעג בבא פחדכם,851
בבא כשאוה כ כשואה ׀ ק פחדכם ואידכם כסופה יאתה בבא עליכם צרה וצוקה,2286
אז יקראנני ולא אענה ישחרנני ולא ימצאנני,1508
תחת כי־שנאו דעת ויראת יהוה לא בחרו,2559
לא־אבו לעצתי נאצו כל־תוכחתי,1681
ויאכלו מפרי דרכם וממעצתיהם ישבעו,1756
כי משובת פתים תהרגם ושלות כסילים תאבדם,3315
ושמע לי ישכן־בטח ושאנן מפחד רעה,1669
בני אם־תקח אמרי ומצותי תצפן אתך,2455
להקשיב לחכמה אזנך תטה לבך לתבונה,1587
כי אם לבינה תקרא לתבונה תתן קולך,2368
אם־תבקשנה ככסף וכמטמונים תחפשנה,2142
אז תבין יראת יהוה ודעת אלהים תמצא,2204
כי־יהוה יתן חכמה מפיו דעת ותבונה,1668
וצפן כ יצפן ק לישרים תושיה מגן להלכי תם,2515
לנצר ארחות משפט ודרך חסידו כ חסידיו ק ישמר,2500
אז תבין צדק ומשפט ומישרים כל־מעגל־טוב,1915
כי־תבוא חכמה בלבך ודעת לנפשך ינעם,1696
מזמה תשמר עליך תבונה תנצרכה,2390
להצילך מדרך רע מאיש מדבר תהפכות,2227
העזבים ארחות ישר ללכת בדרכי־חשך,2303
השמחים לעשות רע יגילו בתהפכות רע,2721
אשר ארחתיהם עקשים ונלוזים במעגלותם,2425
להצילך מאשה זרה מנכריה אמריה החליקה,1482
העזבת אלוף נעוריה ואת־ברית אלהיה שכחה,2345
כי שחה אל־מות ביתה ואל־רפאים מעגלתיה,2163
כל־באיה לא ישובון ולא־ישיגו ארחות חיים,1522
למען תלך בדרך טובים וארחות צדיקים תשמר,2748
כי־ישרים ישכנו־ארץ ותמימים יותרו בה,2442
ורשעים מארץ יכרתו ובוגדים יסחו ממנה,1883
בני תורתי אל־תשכח ומצותי יצר לבך,2741
כי ארך ימים ושנות חיים ושלום יוסיפו לך,1785
חסד ואמת אל־יעזבך קשרם על־גרגרותיך כתבם על־לוח לבך,2899
ומצא־חן ושכל־טוב בעיני אלהים ואדם,847
בטח אל־יהוה בכל־לבך ואל־בינתך אל־תשען,1550
בכל־דרכיך דעהו והוא יישר ארחתיך,1568
אל־תהי חכם בעיניך ירא את־יהוה וסור מרע,1896
רפאות תהי לשרך ושקוי לעצמותיך,2740
כבד את־יהוה מהונך ומראשית כל־תבואתך,2410
וימלאו אסמיך שבע ותירוש יקביך יפרצו,2046
מוסר יהוה בני אל־תמאס ואל־תקץ בתוכחתו,2395
כי את אשר יאהב יהוה יוכיח וכאב את־בן ירצה,1817
אשרי אדם מצא חכמה ואדם יפיק תבונה,1474
כי טוב סחרה מסחר־כסף ומחרוץ תבואתה,1952
יקרה היא מפניים כ מפנינים ק וכל־חפציך לא ישוו־בה,1585
ארך ימים בימינה בשמאולה עשר וכבוד,1430
דרכיה דרכי־נעם וכל־נתיבותיה שלום,1948
עץ־חיים היא למחזיקים בה ותמכיה מאשר,1518
יהוה בחכמה יסד־ארץ כונן מים בתבונה,1147
בדעתו תהומות נבקעו ושחקים ירעפו־טל,2436
בני אל־ילזו מעיניך נצר תשיה ומזמה,1499
ויהיו חיים לנפשך וחן לגרגרתיך,1515
אז תלך לבטח דרכך ורגלך לא תגוף,1530
אם־תשכב לא־תפחד ושכבת וערבה שנתך,3067
אל־תירא מפחד פתאם ומשאת רשעים כי תבא,3095
כי־יהוה יהיה בכסלך ושמר רגלך מלכד,1111
אל־תמנע־טוב מבעליו בהיות לאל ידיך כ ידך ק לעשות,2254
אל־תאמר לרעיך כ לרעך  ׀ ק לך ושוב ומחר אתן ויש אתך,3248
אל־תחרש על־רעך רעה והוא־יושב לבטח אתך,2410
אל־ תרוב כ תריב ק עם־אדם חנם אם־לא גמלך רעה,2064
אל־תקנא באיש חמס ואל־תבחר בכל־דרכיו,1942
כי תועבת יהוה נלוז ואת־ישרים סודו,2070
מארת יהוה בבית רשע ונוה צדיקים יברך,2204
אם־ללצים הוא־יליץ ולעניים כ ולענוים ק יתן־חן,1459
כבוד חכמים ינחלו וכסילים מרים קלון,906
שמעו בנים מוסר אב והקשיבו לדעת בינה,1827
כי לקח טוב נתתי לכם תורתי אל־תעזבו,2667
כי־בן הייתי לאבי רך ויחיד לפני אמי,1039
וירני ויאמר לי יתמך־דברי לבך שמר מצותי וחיה,2426
קנה חכמה קנה בינה אל־תשכח ואל־תט מאמרי־פי,2036
אל־תעזבה ותשמרך אהבה ותצרך,2210
ראשית חכמה קנה חכמה ובכל־קנינך קנה בינה,1722
סלסלה ותרוממך תכבדך כי תחבקנה,1938
תתן לראשך לוית־חן עטרת תפארת תמגנך,4178
שמע בני וקח אמרי וירבו לך שנות חיים,1935
בדרך חכמה הרתיך הדרכתיך במעגלי־ישר,2258
בלכתך לא־יצר צעדך ואם־תרוץ לא תכשל,2511
החזק במוסר אל־תרף נצרה כי־היא חייך,1578
בארח רשעים אל־תבא ואל־תאשר בדרך רעים,2749
פרעהו אל־תעבר־בו שטה מעליו ועבור,1826
כי לא ישנו אם־לא ירעו ונגזלה נתם אם־לא יכשולו כ יכשילו,2216
כי לחמו לחם רשע ויין חמסים ישתו,1712
וארח צדיקים כאור נגה הולך ואור עד־נכון היום,1289
דרך רשעים כאפלה לא ידעו במה יכשלו,1514
בני לדברי הקשיבה לאמרי הט־אזנך,1103
אל־יליזו מעיניך מרם בתוך לבבך,1056
כי־חיים הם למצאיהם ולכל־בשרו מרפא,1274
מכל־משמר נצר לבך כי־ממנו תוצאות חיים,2199
הסר ממך עקשות פה ולזות פתים הרחק ממך,2718
עיניך לנכח יביטו ועפעפיך יישרו נגדך,1244
פלס  מעגל רגלך וכל־דרכיך יכנו,962
אל־תט־ימין ושמאול הסר רגלך מרע,1761
בני לחכמתי הקשיבה לתבונתי הט־אזנך,1982
לשמר מזמות ודעת שפתיך ינצרו,2709
כי נפת תטפנה שפתי זרה וחלק משמן חכה,2713
ואחריתה מרה כלענה חדה כחרב פיות,1793
רגליה ירדות מות אול צעדיה יתמכו,2006
ארח חיים פן־תפלס נעו מעגלתיה לא תדע,2166
ועתה בנים שמעו־לי ואל־תסורו מאמרי־פי,2129
הרחק מעליה דרכך ואל־תקרב אל־פתח ביתה,2387
פן־תתן לאחרים הודך ושנתיך לאכזרי,2358
פן־ישבעו זרים כחך ועצביך בבית נכרי,1715
ונהמת באחריתך בכלות בשרך ושארך,2649
ואמרת איך שנאתי מוסר ותוכחת נאץ לבי,2768
ולאש־מעתי בקול מורי ולמלמדי לא־הטיתי אזני,1944
כמעט הייתי בכל־רע בתוך קהל ועדה,1544
שתה־מים מבורך ונזלים מתוך בארך,1895
יפוצו מעינתיך חוצה ברחבות פלגי־מים,1732
יהיו־לך לבדך ואין לזרים אתך,912
יהי־מקורך ברוך ושמח מאשת נעורך,2060
אילת אהבים ויעלת־חן דדיה ירוך בכל־עת באהבתה תשגה תמיד,3431
ולמה תשגה בני בזרה ותחבק חק נכריה,1974
כי נכח ׀ עיני יהוה דרכי־איש וכל־מעגלתיו מפלס,1644
עוונותיו ילכדנו את־הרשע ובחבלי חטאתו יתמך,2602
הוא ימות באין מוסר וברב אולתו ישגה,1808
בני אם־ערבת לרעך תקעת  לזר כפיך,2432
נוקשת באמרי־פיך נלכדת באמרי־פיך,2086
עשה זאת אפוא  ׀ בני והנצל כי באת בכף־רעך לך התרפס ורהב רעיך,3247
אל־תתן שנה לעיניך ותנומה לעפעפיך,2293
הנצל כצבי מיד וכצפור מיד יקוש,1223
לך־אל־נמלה עצל ראה דרכיה וחכם,915
אשר אין־לה קצין שטר ומשל,1732
תכין בקיץ לחמה אגרה בקציר מאכלה,1472
עד־מתי עצל ׀ תשכב מתי תקום משנתך,3242
מעט נות מעט תנומות מעט ׀ חבק ידים לשכב,2241
ובא־כמהלך ראשך ומחסרך כאיש מגן,1403
אדם בליעל איש און הולך עקשות פה,1577
קרץ בעיניו  מלל ברגלו  מרה באצבעתיו,1705
תהפכות ׀ בלבו חרש רע בכל־עת מדנים כ מדינים ק ישלח,3017
על־כן פתאם יבוא אידו פתע ישבר ואין מרפא,2181
שש־הנה שנא יהוה ושבע תועבות כ תועבת  ק נפשו,3733
עינים רמות לשון שקר וידים שפכות דם־נקי,2892
לב חרש מחשבות און רגלים ממהרות לרוץ לרעה,2958
יפיח כזבים עד שקר ומשלח מדנים בין אחים,1510
נצר בני מצות אביך ואל־תטש תורת אמך,2784
קשרם על־לבך תמיד ענדם על־גרגרתך,2336
בהתהלכך  ׀ תנחה אתך בשכבך תשמר עליך והקיצות היא תשיחך,4151
כי נר מצוה ותורה אור ודרך חיים תוכחות מוסר,2689
לשמרך מאשת רע מחלקת לשון נכריה,2850
אל־תחמד יפיה בלבבך ואל־תקחך בעפעפיה,1526
כי בעד־אשה זונה עד־ככר לחם ואשת איש נפש יקרה תצוד,3135
היחתה איש אש בחיקו ובגדיו לא תשרפנה,2263
אם־יהלך איש על־הגחלים ורגליו לא תכוינה,1390
כן הבא אל־אשת רעהו לא ינקה כל־הנגע בה,1472
לא־יבוזו לגנב כי יגנוב למלא נפשו כי ירעב,1097
ונמצא ישלם שבעתים את־כל־הון ביתו יתן,2779
נאף אשה חסר־לב משחית נפשו הוא יעשנה,2378
נגע־וקלון ימצא וחרפתו לא תמחה,1640
כי־קנאה חמת־גבר ולא־יחמול ביום נקם,1218
לא־ישא פני כל־כפר ולא־יאבה כי תרבה־שחד,1836
בני שמר אמרי ומצותי תצפן אתך,2446
שמר מצותי וחיה ותורתי כאישון עיניך,2684
קשרם על־אצבעתיך כתבם על־לוח לבך,1991
אמר לחכמה אחתי את ומדע לבינה תקרא,2082
לשמרך מאשה זרה מנכריה אמריה החליקה,1887
כי בחלון ביתי בעד אשנבי נשקפתי,1927
וארא בפתאים אבינה בבנים נער חסר־לב,1533
